Country,Year,Month,Temp,Humidity,Rain_fall,wind_speed
Viet Nam,1986,2,20.6171,85,9.809,1.6
Viet Nam,1986,3,21.9043,84,8.60206,1.8
Viet Nam,1986,4,25.4043,83,121.734,1.5
Viet Nam,1986,5,26.316,77,291.203,1.7
Viet Nam,1986,6,27.0843,71,270.942,2.5
Viet Nam,1986,7,26.7781,80,294.939,2.8
Viet Nam,1986,8,27.0058,78,253.733,2.9
Viet Nam,1986,9,26.0325,82,271.331,1.3
Viet Nam,1986,10,24.4336,86,291.242,1.4
Viet Nam,1986,11,22.2228,86,187.273,1.6
Viet Nam,1986,12,21.0684,88,98.2771,1.4
Viet Nam,1987,1,20.5309,86,11.4246,1.6
Viet Nam,1987,2,21.8699,85,12.2196,1.6
Viet Nam,1987,3,23.3418,84,20.401,1.8
Viet Nam,1987,4,25.5264,81,59.3829,1.5
Viet Nam,1987,5,27.4401,77,144.906,1.7
Viet Nam,1987,6,27.5479,73,184.097,2.5
Viet Nam,1987,7,27.5459,71,288.798,2.8
Viet Nam,1987,8,27.1701,82,265.338,2.9
Viet Nam,1987,9,26.1097,82,251.228,1.3
Viet Nam,1987,10,25.5938,84,167.644,1.4
Viet Nam,1987,11,23.4043,82,148.794,1.6
Viet Nam,1987,12,18.8923,82,26.1798,1.4
Viet Nam,1988,1,20.9191,87,37.0765,1.1
Viet Nam,1988,2,21.2215,83,38.3777,1.3
Viet Nam,1988,3,21.754,85,18.9729,1.6
Viet Nam,1988,4,24.5852,80,55.5371,1.6
Viet Nam,1988,5,27.047,80,208.783,1.4
Viet Nam,1988,6,27.2909,74,159.065,1.4
Viet Nam,1988,7,27.3476,76,183.077,1.4
Viet Nam,1988,8,26.7426,78,239.23,1.4
Viet Nam,1988,9,26.3219,81,173.549,1.2
Viet Nam,1988,10,24.0191,87,436.864,1.1
Viet Nam,1988,11,21.6596,85,107.926,1
Viet Nam,1988,12,20.5643,85,30.9584,0.9
Viet Nam,1989,1,19.9013,84,39.5623,1.6
Viet Nam,1989,2,20.2072,85,6.98347,1.7
Viet Nam,1989,3,21.3755,84,71.3583,1.7
Viet Nam,1989,4,25.6372,83,56.2046,1.5
Viet Nam,1989,5,26.3981,77,204.482,1.5
Viet Nam,1989,6,27.0081,71,268.449,1.6
Viet Nam,1989,7,27.2654,80,239.45,1.5
Viet Nam,1989,8,27.1261,78,179.612,1.4
Viet Nam,1989,9,26.508,82,236.607,1.4
Viet Nam,1989,10,24.9172,86,254.702,1.6
Viet Nam,1989,11,22.7828,86,83.563,1.7
Viet Nam,1989,12,20.5588,88,55.3055,1.5
Viet Nam,1990,1,20.6366,86,31.5395,1.6
Viet Nam,1990,2,21.2421,85,65.8165,1.6
Viet Nam,1990,3,21.701,84,65.6968,1.8
Viet Nam,1990,4,25.5608,81,63.8932,1.5
Viet Nam,1990,5,25.9814,77,193.941,1.7
Viet Nam,1990,6,27.0902,73,240.437,2.5
Viet Nam,1990,7,26.9124,71,323.093,2.8
Viet Nam,1990,8,27.6215,82,188.221,2.9
Viet Nam,1990,9,26.539,82,290.523,1.3
Viet Nam,1990,10,24.8785,84,210.815,1.4
Viet Nam,1990,11,23.3786,82,231.05,1.6
Viet Nam,1990,12,21.404,82,29.233,1.4
Viet Nam,1991,1,21.2641,87,18.118,1.6
Viet Nam,1991,2,21.7298,83,14.8579,1.6
Viet Nam,1991,3,23.9737,85,46.4984,1.8
Viet Nam,1991,4,26.2745,80,36.1466,1.5
Viet Nam,1991,5,27.4259,80,107.401,1.7
Viet Nam,1991,6,27.5647,74,238.163,2.5
Viet Nam,1991,7,27.2983,76,253.61,2.8
Viet Nam,1991,8,26.9164,78,270.235,2.9
Viet Nam,1991,9,26.7628,81,232.92,1.3
Viet Nam,1991,10,24.6845,87,197.934,1.4
Viet Nam,1991,11,22.4586,85,105.337,1.6
Viet Nam,1991,12,21.3386,85,79.4345,1.4
Viet Nam,1992,1,18.9462,84,142.585,1.1
Viet Nam,1992,2,20.5247,85,53.1401,1.3
Viet Nam,1992,3,22.7815,84,36.6519,1.6
Viet Nam,1992,4,26.8073,83,35.3283,1.6
Viet Nam,1992,5,27.6538,77,116.384,1.4
Viet Nam,1992,6,27.4563,71,209.271,1.4
Viet Nam,1992,7,26.9516,80,319.908,1.4
Viet Nam,1992,8,27.3955,78,187.041,1.4
Viet Nam,1992,9,26.7272,82,221.532,1.2
Viet Nam,1992,10,23.8913,86,160.365,1.1
Viet Nam,1992,11,21.7671,86,83.6364,1
Viet Nam,1992,12,21.4601,88,96.1109,0.9
Viet Nam,1993,1,19.0534,86,24.8236,1.6
Viet Nam,1993,2,21.2081,85,31.2285,1.7
Viet Nam,1993,3,22.6215,84,35.1611,1.7
Viet Nam,1993,4,25.4837,81,76.2163,1.5
Viet Nam,1993,5,27.0579,77,174.115,1.5
Viet Nam,1993,6,27.9814,73,211.718,1.6
Viet Nam,1993,7,27.5191,71,196.471,1.5
Viet Nam,1993,8,27.2252,82,268.77,1.4
Viet Nam,1993,9,26.504,82,241.719,1.4
Viet Nam,1993,10,24.4762,84,167.781,1.6
Viet Nam,1993,11,23.0068,82,119.581,1.7
Viet Nam,1993,12,20.198,82,72.4858,1.5
Viet Nam,1994,1,20.9519,86,13.2944,1.6
Viet Nam,1994,2,22.3773,85,32.9093,1.6
Viet Nam,1994,3,21.149,84,62.2816,1.8
Viet Nam,1994,4,26.6498,81,35.6912,1.5
Viet Nam,1994,5,27.5385,77,235.487,1.7
Viet Nam,1994,6,26.9911,73,248.917,2.5
Viet Nam,1994,7,27.0498,71,405.597,2.8
Viet Nam,1994,8,26.9347,82,302.481,2.9
Viet Nam,1994,9,26.2905,82,320.645,1.3
Viet Nam,1994,10,24.3455,84,204.564,1.4
Viet Nam,1994,11,23.3644,82,138.529,1.6
Viet Nam,1994,12,22.2432,82,103.222,1.4
Viet Nam,1995,1,19.9174,87,33.7922,1.6
Viet Nam,1995,2,20.1029,83,21.7449,1.6
Viet Nam,1995,3,22.3825,85,30.9501,1.8
Viet Nam,1995,4,26.6082,80,39.9035,1.5
Viet Nam,1995,5,27.1686,80,151.754,1.7
Viet Nam,1995,6,27.8195,74,229.87,2.5
Viet Nam,1995,7,27.2684,76,330.118,2.8
Viet Nam,1995,8,27.1137,78,287.467,2.9
Viet Nam,1995,9,26.584,81,227.125,1.3
Viet Nam,1995,10,25.3163,87,218.123,1.4
Viet Nam,1995,11,22.4686,85,226.792,1.6
Viet Nam,1995,12,20.3245,85,35.174,1.4
Viet Nam,1996,1,20.0181,84,21.7386,1.1
Viet Nam,1996,2,19.4103,85,17.3055,1.3
Viet Nam,1996,3,22.3833,84,57.5022,1.6
Viet Nam,1996,4,24.0762,83,86.9718,1.6
Viet Nam,1996,5,26.4539,77,152.643,1.4
Viet Nam,1996,6,27.344,71,203.677,1.4
Viet Nam,1996,7,27.3193,80,221.349,1.4
Viet Nam,1996,8,27.1661,78,288.609,1.4
Viet Nam,1996,9,26.3696,82,348.562,1.2
Viet Nam,1996,10,25.1223,86,207.102,1.1
Viet Nam,1996,11,23.4286,86,276.233,1
Viet Nam,1996,12,20.4298,88,38.6427,0.9
Viet Nam,1997,1,20.15,86,60.4016,1.6
Viet Nam,1997,2,20.2543,85,24.7278,1.7
Viet Nam,1997,3,22.4195,84,72.0989,1.7
Viet Nam,1997,4,24.6844,81,115.976,1.5
Viet Nam,1997,5,27.1732,77,158.51,1.5
Viet Nam,1997,6,27.6041,73,182.177,1.6
Viet Nam,1997,7,26.9861,71,310.72,1.5
Viet Nam,1997,8,27.3201,82,245.088,1.4
Viet Nam,1997,9,25.8838,82,220.01,1.4
Viet Nam,1997,10,25.9285,84,238.346,1.6
Viet Nam,1997,11,23.9431,82,81.0013,1.7
Viet Nam,1997,12,22.3844,82,101.692,1.5
Viet Nam,1998,1,21.5527,87,20.8839,1.6
Viet Nam,1998,2,22.4171,83,47.1918,1.6
Viet Nam,1998,3,23.8282,85,35.0868,1.8
Viet Nam,1998,4,26.7089,80,77.234,1.5
Viet Nam,1998,5,27.9538,80,146.659,1.7
Viet Nam,1998,6,27.929,74,247.579,2.5
Viet Nam,1998,7,27.7233,76,218.192,2.8
Viet Nam,1998,8,27.7586,78,244.635,2.9
Viet Nam,1998,9,27.0006,81,249.119,1.3
Viet Nam,1998,10,25.8023,87,169.381,1.4
Viet Nam,1998,11,23.6378,85,215.888,1.6
Viet Nam,1998,12,21.7578,85,100.497,1.4
Viet Nam,1999,1,20.4104,84,64.4466,1.1
Viet Nam,1999,2,21.8445,85,15.4733,1.3
Viet Nam,1999,3,23.1617,84,37.9691,1.6
Viet Nam,1999,4,25.6748,83,84.0535,1.6
Viet Nam,1999,5,25.8575,77,234.418,1.4
Viet Nam,1999,6,27.2385,71,219.997,1.4
Viet Nam,1999,7,27.2233,80,294.207,1.4
Viet Nam,1999,8,27.0586,78,289.914,1.4
Viet Nam,1999,9,26.4061,82,241.294,1.2
Viet Nam,1999,10,25.2426,86,255.414,1.1
Viet Nam,1999,11,22.707,86,390.544,1
Viet Nam,1999,12,18.8341,88,115.409,0.9
Viet Nam,2000,1,20.8595,86,30.9587,1.6
Viet Nam,2000,2,20.0468,85,33.7771,1.7
Viet Nam,2000,3,22.2888,84,23.422,1.7
Viet Nam,2000,4,25.4443,81,98.7361,1.5
Viet Nam,2000,5,26.2898,77,202.395,1.5
Viet Nam,2000,6,26.748,73,213.541,1.6
Viet Nam,2000,7,27.2957,71,331.229,1.5
Viet Nam,2000,8,27.5865,82,213.767,1.4
Viet Nam,2000,9,26.3237,82,227.674,1.4
Viet Nam,2000,10,25.0409,84,327.404,1.6
Viet Nam,2000,11,22.2276,82,84.2797,1.7
Viet Nam,2000,12,21.8343,82,41.7905,1.5
Viet Nam,2001,1,21.5704,87,30.8024,1.6
Viet Nam,2001,2,21.4537,83,25.0334,1.6
Viet Nam,2001,3,22.4806,85,72.9405,1.8
Viet Nam,2001,4,26.5472,80,61.0906,1.5
Viet Nam,2001,5,26.4012,80,202.449,1.7
Viet Nam,2001,6,27.0755,74,212.585,2.5
Viet Nam,2001,7,27.4136,76,350.803,2.8
Viet Nam,2001,8,27.301,78,342.963,2.9
Viet Nam,2001,9,26.7575,81,241.42,1.3
Viet Nam,2001,10,25.4637,87,244.479,1.4
Viet Nam,2001,11,21.6265,85,234.133,1.6
Viet Nam,2001,12,20.8035,85,69.4084,1.4
Viet Nam,2002,1,20.1471,84,20.0285,1.1
Viet Nam,2002,2,22.0605,85,21.6108,1.3
Viet Nam,2002,3,23.3405,84,58.0542,1.6
Viet Nam,2002,4,26.3616,83,60.3292,1.6
Viet Nam,2002,5,26.8793,77,209.927,1.4
Viet Nam,2002,6,27.6931,71,245.751,1.4
Viet Nam,2002,7,27.6522,80,338.752,1.4
Viet Nam,2002,8,26.8419,78,297.607,1.4
Viet Nam,2002,9,25.8749,82,260.997,1.2
Viet Nam,2002,10,24.9864,86,222.83,1.1
Viet Nam,2002,11,23.2328,86,131.848,1
Viet Nam,2002,12,22.1441,88,244.606,0.9
Viet Nam,2003,1,19.8417,86,34.9598,1.6
Viet Nam,2003,2,22.3942,85,31.1657,1.7
Viet Nam,2003,3,22.4349,84,45.2812,1.7
Viet Nam,2003,4,26.6682,81,61.8224,1.5
Viet Nam,2003,5,27.8025,77,166.842,1.5
Viet Nam,2003,6,27.4849,73,195.692,1.6
Viet Nam,2003,7,27.754,71,177.339,1.5
Viet Nam,2003,8,27.6758,82,331.326,1.4
Viet Nam,2003,9,26.232,82,323.851,1.4
Viet Nam,2003,10,25.1789,84,141.691,1.6
Viet Nam,2003,11,23.6439,82,65.44,1.7
Viet Nam,2003,12,20.4516,82,25.8375,1.5
Viet Nam,2004,1,20.4061,86,63.1595,1.6
Viet Nam,2004,2,20.6649,85,34.795,1.6
Viet Nam,2004,3,22.8187,84,28.3406,1.8
Viet Nam,2004,4,25.7764,81,83.6009,1.5
Viet Nam,2004,5,26.9525,77,179.468,1.7
Viet Nam,2004,6,27.3588,73,196.401,2.5
Viet Nam,2004,7,26.9753,71,330.533,2.8
Viet Nam,2004,8,27.4352,82,240.816,2.9
Viet Nam,2004,9,26.3474,82,202.711,1.3
Viet Nam,2004,10,24.5783,84,124.673,1.4
Viet Nam,2004,11,23.5518,82,104.94,1.6
Viet Nam,2004,12,20.8583,82,29.0932,1.4
Viet Nam,2005,1,19.9792,84,17.6684,1.1
Viet Nam,2005,2,22.509,85,17.5921,1.3
Viet Nam,2005,3,21.8137,84,46.8319,1.6
Viet Nam,2005,4,25.8387,83,58.298,1.6
Viet Nam,2005,5,27.6449,77,159.018,1.4
Viet Nam,2005,6,27.9064,71,301.711,1.4
Viet Nam,2005,7,27.6919,80,298.041,1.4
Viet Nam,2005,8,27.3238,78,302.94,1.4
Viet Nam,2005,9,26.9138,82,334.111,1.2
Viet Nam,2005,10,24.3,86,123.213,1.1
Viet Nam,2005,11,23.6483,86,269.098,1
Viet Nam,2005,12,20.2844,88,90.7911,0.9
Viet Nam,2006,1,20.7224,86,19.2989,1.6
Viet Nam,2006,2,21.8758,85,27.6812,1.7
Viet Nam,2006,3,22.6725,84,49.0977,1.7
Viet Nam,2006,4,25.8928,81,95.87,1.5
Viet Nam,2006,5,26.5647,77,130.673,1.5
Viet Nam,2006,6,27.5302,73,161.968,1.6
Viet Nam,2006,7,27.6337,71,292.339,1.5
Viet Nam,2006,8,26.93,82,262.601,1.4
Viet Nam,2006,9,26.3518,82,199.604,1.4
Viet Nam,2006,10,25.732,84,331.972,1.6
Viet Nam,2006,11,24.4112,82,154.444,1.7
Viet Nam,2006,12,21.217,82,26.1274,1.5
Viet Nam,2007,1,19.5742,87,22.5017,1.6
Viet Nam,2007,2,22.3902,83,24.0384,1.6
Viet Nam,2007,3,23.3527,85,37.4312,1.8
Viet Nam,2007,4,24.9302,80,79.6929,1.5
Viet Nam,2007,5,26.3317,80,157.212,1.7
Viet Nam,2007,6,27.7517,74,303.573,2.5
Viet Nam,2007,7,27.5326,76,237.151,2.8
Viet Nam,2007,8,26.721,78,275.663,2.9
Viet Nam,2007,9,26.0802,81,237.357,1.3
Viet Nam,2007,10,24.7519,87,371.163,1.4
Viet Nam,2007,11,21.5031,85,140.922,1.6
Viet Nam,2007,12,22.0848,85,33.6849,1.4
Viet Nam,2008,1,19.408,84,26.5981,1.1
Viet Nam,2008,2,18.03,85,29.5154,1.3
Viet Nam,2008,3,22.0917,84,43.185,1.6
Viet Nam,2008,4,25.7844,83,84.5471,1.6
Viet Nam,2008,5,26.1936,77,155.263,1.4
Viet Nam,2008,6,26.7034,71,248.361,1.4
Viet Nam,2008,7,27.2563,80,275.541,1.4
Viet Nam,2008,8,26.9459,78,287.986,1.4
Viet Nam,2008,9,26.5736,82,267.792,1.2
Viet Nam,2008,10,25.766,86,300.932,1.1
Viet Nam,2008,11,22.2886,86,212.103,1
Viet Nam,2008,12,20.3691,88,81.8229,0.9
Viet Nam,2009,1,18.5874,86,13.3308,1.6
Viet Nam,2009,2,23.3572,85,14.991,1.7
Viet Nam,2009,3,22.7104,84,61.4003,1.7
Viet Nam,2009,4,25.3695,81,88.3187,1.5
Viet Nam,2009,5,26.5018,77,198.963,1.5
Viet Nam,2009,6,27.4658,73,197.629,1.6
Viet Nam,2009,7,27.4224,71,264.549,1.5
Viet Nam,2009,8,27.8058,82,209.888,1.4
Viet Nam,2009,9,26.9888,82,276.696,1.4
Viet Nam,2009,10,25.8003,84,226.089,1.6
Viet Nam,2009,11,22.9344,82,110.196,1.7
Viet Nam,2009,12,21.7524,82,69.4662,1.5
Viet Nam,2010,1,21.2829,87,119.347,1.6
Viet Nam,2010,2,23.0028,83,24.6918,1.6
Viet Nam,2010,3,23.3828,85,17.6805,1.8
Viet Nam,2010,4,25.9156,80,76.4054,1.5
Viet Nam,2010,5,27.9955,80,129.848,1.7
Viet Nam,2010,6,27.6409,74,170.972,2.5
Viet Nam,2010,7,27.6693,76,231.421,2.8
Viet Nam,2010,8,27.181,78,258.267,2.9
Viet Nam,2010,9,26.975,81,208.884,1.3
Viet Nam,2010,10,24.6371,87,210.198,1.4
Viet Nam,2010,11,22.7269,85,105.954,1.6
Viet Nam,2010,12,21.5358,85,70.3632,1.4
Viet Nam,2011,1,18.0561,84,28.6263,1.6
Viet Nam,2011,2,21.121,85,20.9222,1.6
Viet Nam,2011,3,19.6389,84,59.1605,1.8
Viet Nam,2011,4,24.5324,83,62.3041,1.5
Viet Nam,2011,5,26.5126,77,155.895,1.7
Viet Nam,2011,6,27.3648,71,276.433,2.5
Viet Nam,2011,7,27.6562,80,253.884,2.8
Viet Nam,2011,8,27.2079,78,258.946,2.9
Viet Nam,2011,9,26.2988,82,338.789,1.3
Viet Nam,2011,10,24.546,86,308.646,1.4
Viet Nam,2011,11,23.7394,86,206.133,1.6
Viet Nam,2011,12,19.9897,88,65.3421,1.4
Viet Nam,2012,1,19.9376,87,63.5504,1.1
Viet Nam,2012,2,21.2647,83,26.6722,1.3
Viet Nam,2012,3,22.66,85,45.582,1.6
Viet Nam,2012,4,26.1824,80,59.5025,1.6
Viet Nam,2012,5,27.5174,80,232.993,1.4
Viet Nam,2012,6,27.4194,74,234.206,1.4
Viet Nam,2012,7,27.4906,76,277.347,1.4
Viet Nam,2012,8,27.4666,78,298.421,1.4
Viet Nam,2012,9,26.4697,81,212.025,1.2
Viet Nam,2012,10,25.7243,87,269.287,1.1
Viet Nam,2012,11,24.3128,85,397.858,1
Viet Nam,2012,12,22.4016,85,54.3562,0.9
Viet Nam,2013,1,20.2787,87,61.0331,1.6
Viet Nam,2013,2,22.9052,83,45.2822,1.7
Viet Nam,2013,3,23.9591,85,58.6912,1.7
Viet Nam,2013,4,25.9443,80,72.3164,1.5
Viet Nam,2013,5,27.2649,80,150.656,1.5
Viet Nam,2013,6,27.3868,74,182.905,1.6
Viet Nam,2013,7,27.2,76,259.541,1.5
Viet Nam,2013,8,27.3971,78,274.068,1.4
Viet Nam,2013,9,25.9728,81,283.283,1.4
Viet Nam,2013,10,24.4809,87,240.616,1.6
Viet Nam,2013,11,23.375,85,177.439,1.7
Viet Nam,2013,12,18.6481,85,282.366,1.5
Viet Nam,2014,1,18.8903,84,20.1041,1.6
Viet Nam,2014,2,20.5782,85,14.8243,1.6
Viet Nam,2014,3,22.9839,84,30.491,1.8
Viet Nam,2014,4,26.1655,83,67.5097,1.5
Viet Nam,2014,5,27.0155,77,100.506,1.7
Viet Nam,2014,6,27.994,71,232.4,2.5
Viet Nam,2014,7,27.3625,80,297.145,2.8
Viet Nam,2014,8,27.2949,78,226.706,2.9
Viet Nam,2014,9,26.9982,82,272.555,1.3
Viet Nam,2014,10,25.6917,86,173.593,1.4
Viet Nam,2014,11,24.0814,86,166.37,1.6
Viet Nam,2014,12,20.3978,88,60.7189,1.4
Viet Nam,2015,1,19.8555,86,39.6747,1.6
Viet Nam,2015,2,21.3256,85,18.5884,1.6
Viet Nam,2015,3,23.6585,84,32.7659,1.8
Viet Nam,2015,4,26.3524,81,48.371,1.5
Viet Nam,2015,5,28.4356,77,106.235,1.7
Viet Nam,2015,6,28.8865,73,194.546,2.5
Viet Nam,2015,7,27.6555,71,265.695,2.8
Viet Nam,2015,8,27.4335,82,279.796,2.8
Viet Nam,2015,9,26.9875,82,270.979,1.3
Viet Nam,2015,10,25.2145,84,210.218,1.3
Viet Nam,2015,11,24.8352,82,177.599,1.5
Viet Nam,2015,12,22.3547,82,93.3196,1.4
Viet Nam,2016,1,20.3254,86,39.6747,1.6
Viet Nam,2016,2,21.9852,85,18.5884,1.6
Viet Nam,2016,3,23.6547,84,32.7659,1.8
Viet Nam,2016,4,26.0125,81,48.371,1.5
Viet Nam,2016,5,28.5325,80,106.235,1.7
Viet Nam,2016,6,28.5632,73,194.546,2.5
Viet Nam,2016,7,27.8652,73,265.695,2.8
Viet Nam,2016,8,27.3251,82,279.796,2.9
Viet Nam,2016,9,26.9852,80,270.979,1.3
Viet Nam,2016,10,25.3652,84,210.218,1.4
Viet Nam,2016,11,24.3625,82,177.599,1.6
Viet Nam,2016,12,22.0457,82,93.3196,1.4
Viet Nam,2017,1,19.8525,86,39.6747,1.7
Viet Nam,2017,2,21.0225,85,18.5884,1.7
Viet Nam,2017,3,23.6582,84,32.7659,1.8
Viet Nam,2017,4,26.0125,85,48.371,1.5
Viet Nam,2017,5,28.6252,76,106.235,1.7
Viet Nam,2017,6,28.8654,73,194.546,2.6
Viet Nam,2017,7,27.6352,71,265.695,2.8
Viet Nam,2017,8,27.5325,80,279.796,2.9
Viet Nam,2017,9,27.2012,80,270.979,1.3
Viet Nam,2017,10,26.0125,82,210.218,1.4
Viet Nam,2017,11,25.3025,82,177.599,1.6
Viet Nam,2017,12,22.301,82,93.3196,1.4
Viet Nam,2018,1,20.2245,86,39.6747,1.6
Viet Nam,2018,2,22.0254,85,18.5884,1.6
Viet Nam,2018,3,23.6545,84,32.7659,1.8
Viet Nam,2018,4,26.0253,82,48.371,1.6
Viet Nam,2018,5,28.5654,78,106.235,1.7
Viet Nam,2018,6,28.6895,73,194.546,2.6
Viet Nam,2018,7,27.2545,72,265.695,2.9
Viet Nam,2018,8,27.0152,82,279.796,2.9
Viet Nam,2018,9,26.9575,82,270.979,1.3
Viet Nam,2018,10,25.3654,85,210.218,1.4
Viet Nam,2018,11,24.5685,84,177.599,1.6
Viet Nam,2018,12,22.0257,82,93.3196,1.4
Viet Nam,2019,1,20.0215,86,39.6747,1.6
Viet Nam,2019,2,21.5853,86,18.5884,1.7
Viet Nam,2019,3,23.5692,84,32.7659,1.8
Viet Nam,2019,4,25.8273,81,48.371,1.6
Viet Nam,2019,5,28.4432,77,106.235,1.7
Viet Nam,2019,6,28.5632,73,194.546,2.5
Viet Nam,2019,7,27.455,75,265.695,2.8
Viet Nam,2019,8,27.5118,82,279.796,2.9
Viet Nam,2019,9,27.0807,85,270.979,1.3
Viet Nam,2019,10,25.3536,86,210.218,1.4
Viet Nam,2019,11,24.7644,85,177.599,1.6
Viet Nam,2019,12,22.0768,84,93.3196,1.3
Viet Nam,2020,1,20.3254,87,39.6747,1.5
Viet Nam,2020,2,21.8853,85,18.5884,1.7
Viet Nam,2020,3,23.5641,83,32.7659,1.8
Viet Nam,2020,4,25.3525,79,47.0258,1.4
Viet Nam,2020,5,27.9587,77,100.2565,1.8
Viet Nam,2020,6,28.3582,71,194.546,2.6
Viet Nam,2020,7,27.0215,69,265.695,2.9
Viet Nam,2020,8,27.0125,82,279.796,2.9
Viet Nam,2020,9,26.9985,83,270.979,1.3
Viet Nam,2020,10,25.3652,84,210.218,1.4
Viet Nam,2020,11,24.7644,83,177.599,1.6
Viet Nam,2020,12,22.5242,82,93.3196,1.4
Viet Nam,2021,1,20.5242,86,39.6747,1.6
Viet Nam,2021,2,22.0025,86,18.5884,1.6
Viet Nam,2021,3,23.7582,85,32.7659,1.9
Viet Nam,2021,4,25.6542,83,50.5869,1.5
Viet Nam,2021,5,28.0256,79,106.235,1.8
Viet Nam,2021,6,28.6258,72,205.7588,2.5
Viet Nam,2021,7,27.6584,70,277.568,2.9
Viet Nam,2021,8,27.3252,82,286.568,3
Viet Nam,2021,9,27.0254,83,275.685,1.4
Viet Nam,2021,10,25.6525,84,210.218,1.4
Viet Nam,2021,11,25.0235,82,177.599,1.6
Viet Nam,2021,12,23.0254,82,93.3196,1.4
